output d{1/10,2/10,3/10,4/10,5/10+1/2,6/10,7/10,8/10,9/10,10/10} + 1/2

output [highest 3 of 4d6] named "4d6 drop lowest"

output 3d6 named "3d6"

output 1d20 named "1d20"

output [highest 4 of 5d4] named "5d4 drop lowest"

output [middle 3 of 5d8] named "5d8 drop highest and lowest"

output (1d100 / 4d4) named "d00/4d4 (rounded down because integer division)"

output (1d6-3)^2 + 2d8 named "(1d6-3)^2+2d8"

output 7d3 + d{
 0, 0, 0, 0, 0, 0,
-1,-2,-3,-4,-5,-6,
 0, 0, 0, 0, 0, 0,
 1, 2, 3, 4, 5, 6
} named "7d3+(1d6)cos(([pi]d4)/2) (rounded to nearest whole because cos results were calculated offsite) ([pi]d4 interpreted as (pi)*(d4))"

output 7d3 + d{
 0, 0, 0, 0, 0, 0,

-1,-1,-2,-2,-3,-3,
-1,-1,-2,-2,-3,-3,
-1,-1,-2,-2,-3,-3,

-1,-2,-3,-3,-4,-5,
-1,-2,-3,-3,-4,-5,
-1,-2,-3,-3,-4,-5,
-1,-2,-3,-3,-4,-5,
-1,-2,-3,-3,-4,-5,
-1,-2,-3,-3,-4,-5,

-1,-2,-3,-4,-5,-6,
-1,-2,-3,-4,-5,-6,
-1,-2,-3,-4,-5,-6,
-1,-2,-3,-4,-5,-6,
-1,-2,-3,-4,-5,-6,
-1,-2,-3,-4,-5,-6,
-1,-2,-3,-4,-5,-6,
-1,-2,-3,-4,-5,-6,
-1,-2,-3,-4,-5,-6,
-1,-2,-3,-4,-5,-6,

-1,-2,-3,-3,-4,-5,
-1,-2,-3,-3,-4,-5,
-1,-2,-3,-3,-4,-5,
-1,-2,-3,-3,-4,-5,
-1,-2,-3,-3,-4,-5,
-1,-2,-3,-3,-4,-5,
-1,-2,-3,-3,-4,-5,
-1,-2,-3,-3,-4,-5,
-1,-2,-3,-3,-4,-5,
-1,-2,-3,-3,-4,-5,
-1,-2,-3,-3,-4,-5,
-1,-2,-3,-3,-4,-5,

-1,-1,-2,-2,-3,-3,
-1,-1,-2,-2,-3,-3,
-1,-1,-2,-2,-3,-3,
-1,-1,-2,-2,-3,-3,
-1,-1,-2,-2,-3,-3,
-1,-1,-2,-2,-3,-3,
-1,-1,-2,-2,-3,-3,
-1,-1,-2,-2,-3,-3,
-1,-1,-2,-2,-3,-3,
-1,-1,-2,-2,-3,-3,
-1,-1,-2,-2,-3,-3,
-1,-1,-2,-2,-3,-3,

 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,

 1, 1, 2, 2, 3, 3,
 1, 1, 2, 2, 3, 3,
 1, 1, 2, 2, 3, 3,
 1, 1, 2, 2, 3, 3,
 1, 1, 2, 2, 3, 3,
 1, 1, 2, 2, 3, 3,

 1, 2, 3, 3, 4, 5,
 1, 2, 3, 3, 4, 5,
 1, 2, 3, 3, 4, 5,

 1, 2, 3, 4, 5, 6

} named "7d3+(1d6)cos(([pi]d4)/2) (rounded to nearest whole because cos results were calculated offsite) ([pi]d4 interpreted as (3d4)*(pi/3), AKA the closest I could think of to rolling 3.1415 dice)"
