"output 1",33.67625485021356,9.383106336626467,4,120
#,%
4,100
5,99.99999
6,99.99992
7,99.99964
8,99.9988
9,99.99641
10,99.99046
11,99.97744
12,99.95175
13,99.90400000000001
14,99.81993000000001
15,99.67929300000002
16,99.45475400000002
17,99.11028800000003
18,98.60071600000002
19,97.87164500000002
20,96.86490500000002
21,95.51704500000002
22,93.76191400000002
23,91.54451700000001
24,88.82613
25,85.58173620000001
26,81.8225486
27,77.5905656
28,72.9623973
29,68.0490453
30,62.995377100000006
31,57.938837500000005
32,53.044190400000005
33,48.427410200000004
34,44.159835
35,40.248601730000004
36,36.67171709
37,33.30103461
38,30.06052769
39,26.886095660000002
40,23.89180702
41,21.112294900000002
42,18.5893976
43,16.345248350000002
44,14.383683570000002
45,12.682157398270002
46,11.201703926980002
47,9.880463878220002
48,8.667383838360003
49,7.527601178230003
50,6.492844584980003
51,5.564244654218003
52,4.745377920589003
53,4.036379670264003
54,3.432908833197003
55,2.9256313145950026
56,2.5005028866630026
57,2.1403693551780028
58,1.8272558278250028
59,1.5481253489020028
60,1.3010836364320029
61,1.086356254772003
62,0.9022796664450029
63,0.7469528434010029
64,0.6178768173000029
65,0.5119870787680029
66,0.42563074326400285
67,0.3548648773141029
68,0.2957382843948029
69,0.24504542716710287
70,0.20108490576750288
71,0.16384404285800286
72,0.13265029509520285
73,0.10688527663150285
74,0.08590550151660285
75,0.06904182127180286
76,0.05561023255800286
77,0.044925436609902863
78,0.03634167006666286
79,0.02930083125518286
80,0.02341813275965286
81,0.01854731470705286
82,0.014578506344232859
83,0.011389917507962859
84,0.008865471156712858
85,0.006894357778362858
86,0.005371877164032858
87,0.004201198098302859
88,0.0032955364410428584
89,0.0025819132676568584
90,0.0020056763274708582
91,0.0015369629006588583
92,0.0011646795752538583
93,0.0008737797820668583
94,0.0006505451056148583
95,0.00048235434290585833
96,0.0003577654732698583
97,0.0002665927715514583
98,0.00020002620858175832
99,0.00015076242473495834
100,0.00011319522693955833
101,0.00008363411110375833
102,0.00006059955250055833
103,0.000043083638075758335
104,0.000030088727502158335
105,0.000020710836147168336
106,0.000014143100845228337
107,0.000009679312268128337
108,0.000006717535231368337
109,0.000004763784773888337
110,0.0000034358147477883374
111,0.0000024669555125723374
112,0.0000017100533790403373
113,0.0000011414795192623375
114,7.273200576693375e-7
115,4.369476111693375e-7
116,2.430605091093375e-7
117,1.216887215493375e-7
118,5.22227767220375e-8
119,1.7432332552437496e-8
120,3.4952346049374952e-9


